card_id,pr_id,population_case_type,pr_state,merged,repo_id,html_url,resumen_justificacion_categoria,horas_creacion_a_primera_aprobacion,horas_creacion_a_merge,horas_creacion_a_aceptacion,fuente_tiempo_aceptacion,categoria_retrabajo_pre_merge
2838943759-A,2838943759,merged_after_rework,closed,true,425803244,https://github.com/pyth-network/pyth-crosschain/pull/2353,,112.480,117.350,112.480,primera_review_aprobada,
2840202434-A,2840202434,merged_after_rework,closed,true,710601088,https://github.com/crewAIInc/crewAI/pull/2063,,24.969,24.971,24.969,primera_review_aprobada,
2863371219-A,2863371219,merged_after_rework,closed,true,81314550,https://github.com/wix/react-native-ui-lib/pull/3521,,114.831,114.841,114.831,primera_review_aprobada,
2876998138-A,2876998138,merged_after_rework,closed,true,283046497,https://github.com/airbytehq/airbyte/pull/54670,,19.820,110.688,19.820,primera_review_aprobada,
2889287277-A,2889287277,merged_after_rework,closed,true,886899801,https://github.com/vlm-run/vlmrun-hub/pull/122,,0.301,0.394,0.301,primera_review_aprobada,
2892364883-A,2892364883,merged_after_rework,closed,true,859537060,https://github.com/antiwork/shortest/pull/378,,27.033,27.039,27.033,primera_review_aprobada,
2901256184-A,2901256184,merged_after_rework,closed,true,283046497,https://github.com/airbytehq/airbyte/pull/55234,,0.318,0.670,0.318,primera_review_aprobada,
2910029842-A,2910029842,merged_after_rework,closed,true,710601088,https://github.com/crewAIInc/crewAI/pull/2335,,,0.134,0.134,merge_sin_review_aprobada,
2920429766-A,2920429766,merged_after_rework,closed,true,254328371,https://github.com/NangoHQ/nango/pull/3705,,121.524,121.631,121.524,primera_review_aprobada,
2922332273-A,2922332273,merged_after_rework,closed,true,442321089,https://github.com/Cap-go/capgo/pull/1071,,,0.416,0.416,merge_sin_review_aprobada,
2929590392-A,2929590392,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3187,,48.837,50.280,48.837,primera_review_aprobada,
2936426871-A,2936426871,merged_after_rework,closed,true,778416670,https://github.com/vlm-run/vlmrun-cookbook/pull/41,,,46.038,46.038,merge_sin_review_aprobada,
2941643405-A,2941643405,merged_after_rework,closed,true,283046497,https://github.com/airbytehq/airbyte/pull/56356,,,4.360,4.360,merge_sin_review_aprobada,
2949364196-A,2949364196,merged_after_rework,closed,true,710601088,https://github.com/crewAIInc/crewAI/pull/2476,,7.459,7.483,7.459,primera_review_aprobada,
2958369170-A,2958369170,merged_after_rework,closed,true,496817075,https://github.com/GlareDB/glaredb/pull/3524,,0.305,0.629,0.305,primera_review_aprobada,
2958441612-A,2958441612,merged_after_rework,closed,true,496817075,https://github.com/GlareDB/glaredb/pull/3528,,0.175,0.507,0.175,primera_review_aprobada,
2962061671-A,2962061671,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1060,,0.127,0.439,0.127,primera_review_aprobada,
2968159813-A,2968159813,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1093,,0.603,28.271,0.603,primera_review_aprobada,
2971120661-A,2971120661,merged_after_rework,closed,true,151331938,https://github.com/near/nearcore/pull/13281,,4.502,85.186,4.502,primera_review_aprobada,
2971908072-A,2971908072,merged_after_rework,closed,true,934897158,https://github.com/digitaldemocracy2030/kouchou-ai/pull/232,,97.781,97.784,97.781,primera_review_aprobada,
2974922148-A,2974922148,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3283,,4.516,4.518,4.516,primera_review_aprobada,
2975836797-A,2975836797,merged_after_rework,closed,true,151331938,https://github.com/near/nearcore/pull/13307,,3.254,9.238,3.254,primera_review_aprobada,
2982621538-A,2982621538,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/20631,,337.808,337.833,337.808,primera_review_aprobada,
2988779041-A,2988779041,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/20663,,66.434,66.792,66.434,primera_review_aprobada,
2989136571-A,2989136571,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3315,,,3.476,3.476,merge_sin_review_aprobada,
3004072776-A,3004072776,merged_after_rework,closed,true,934897158,https://github.com/digitaldemocracy2030/kouchou-ai/pull/331,,152.759,152.771,152.759,primera_review_aprobada,
3005860496-A,3005860496,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3354,,109.976,109.981,109.976,primera_review_aprobada,
3006630991-A,3006630991,merged_after_rework,closed,true,311811610,https://github.com/vladfi1/slippi-ai/pull/34,,,45.649,45.649,merge_sin_review_aprobada,
3007834112-A,3007834112,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1424,,0.707,21.689,0.707,primera_review_aprobada,
3019945406-A,3019945406,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1522,,68.932,140.361,68.932,primera_review_aprobada,
3021061661-A,3021061661,merged_after_rework,closed,true,955904085,https://github.com/antiwork/flexile/pull/202,,,51.174,51.174,merge_sin_review_aprobada,
3021791613-A,3021791613,merged_after_rework,closed,true,955904085,https://github.com/antiwork/flexile/pull/210,,,127.062,127.062,merge_sin_review_aprobada,
3021989795-A,3021989795,merged_after_rework,closed,true,496817075,https://github.com/GlareDB/glaredb/pull/3729,,,0.102,0.102,merge_sin_review_aprobada,
3029374639-A,3029374639,merged_after_rework,closed,true,860671682,https://github.com/synth-inc/onit/pull/184,,,217.949,217.949,merge_sin_review_aprobada,
3036581562-A,3036581562,merged_after_rework,closed,true,771479895,https://github.com/lingodotdev/lingo.dev/pull/700,,,1.021,1.021,merge_sin_review_aprobada,
3039645274-A,3039645274,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/21114,,46.906,47.916,46.906,primera_review_aprobada,
3049395641-A,3049395641,merged_after_rework,closed,true,392768635,https://github.com/faros-ai/airbyte-connectors/pull/2017,,9.459,79.049,9.459,primera_review_aprobada,
3049889451-A,3049889451,merged_after_rework,closed,true,705022737,https://github.com/tegnike/aituber-kit/pull/387,,,159.139,159.139,merge_sin_review_aprobada,
3053850042-A,3053850042,merged_after_rework,closed,true,923332984,https://github.com/ryokun6/ryos/pull/20,,,0.123,0.123,merge_sin_review_aprobada,
3057663648-A,3057663648,merged_after_rework,closed,true,283046497,https://github.com/airbytehq/airbyte/pull/60225,,190.559,191.360,190.559,primera_review_aprobada,
3058723574-A,3058723574,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/21267,,21.496,21.502,21.496,primera_review_aprobada,
3067433888-A,3067433888,merged_after_rework,closed,true,965250949,https://github.com/theopenco/llmgateway/pull/92,,,13.412,13.412,merge_sin_review_aprobada,
3068163160-A,3068163160,merged_after_rework,closed,true,400215964,https://github.com/novuhq/novu/pull/8313,,1.665,1.688,1.665,primera_review_aprobada,
3074038581-A,3074038581,merged_after_rework,closed,true,400215964,https://github.com/novuhq/novu/pull/8335,,4.225,4.228,4.225,primera_review_aprobada,
3074316895-A,3074316895,merged_after_rework,closed,true,983878076,https://github.com/team-mirai/policy/pull/1235,,61.534,79.605,61.534,primera_review_aprobada,
3080865891-A,3080865891,merged_after_rework,closed,true,1608922,https://github.com/milkshakesoftware/PreMailer.Net/pull/425,,0.628,0.631,0.628,primera_review_aprobada,
3082954718-A,3082954718,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3500,,30.012,31.883,30.012,primera_review_aprobada,
3084608702-A,3084608702,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/21479,,493.949,494.229,493.949,primera_review_aprobada,
3084617544-A,3084617544,merged_after_rework,closed,true,70107786,https://github.com/vercel/next.js/pull/79523,,282.906,283.203,282.906,primera_review_aprobada,
3090861379-A,3090861379,merged_after_rework,closed,true,965250949,https://github.com/theopenco/llmgateway/pull/208,,30.724,972.749,30.724,primera_review_aprobada,
3092080816-A,3092080816,merged_after_rework,closed,true,752526884,https://github.com/airbytehq/PyAirbyte/pull/677,,0.439,1.357,0.439,primera_review_aprobada,
3105198601-A,3105198601,merged_after_rework,closed,true,917974798,https://github.com/sam-goodwin/alchemy/pull/240,,,3.930,3.930,merge_sin_review_aprobada,
3110530997-A,3110530997,merged_after_rework,closed,true,496817075,https://github.com/GlareDB/glaredb/pull/3892,,,0.984,0.984,merge_sin_review_aprobada,
3113332396-A,3113332396,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1870,,17.437,21.465,17.437,primera_review_aprobada,
3135158075-A,3135158075,merged_after_rework,closed,true,965250949,https://github.com/theopenco/llmgateway/pull/339,,,119.289,119.289,merge_sin_review_aprobada,
3136694740-A,3136694740,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1985,,18.052,18.378,18.052,primera_review_aprobada,
3143957758-A,3143957758,merged_after_rework,closed,true,919679654,https://github.com/appdotbuild/platform/pull/203,,0.023,67.537,0.023,primera_review_aprobada,
3152123723-A,3152123723,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/2039,,0.246,0.832,0.246,primera_review_aprobada,
3154970783-A,3154970783,merged_after_rework,closed,true,392768635,https://github.com/faros-ai/airbyte-connectors/pull/2098,,45.668,46.031,45.668,primera_review_aprobada,
3155631091-A,3155631091,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/2064,,0.638,0.939,0.638,primera_review_aprobada,
3164556099-A,3164556099,merged_after_rework,closed,true,496817075,https://github.com/GlareDB/glaredb/pull/3953,,0.253,0.912,0.253,primera_review_aprobada,
3166502475-A,3166502475,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/2130,,7.013,7.148,7.013,primera_review_aprobada,
3167827984-A,3167827984,merged_after_rework,closed,true,955904085,https://github.com/antiwork/flexile/pull/402,,,2.672,2.672,merge_sin_review_aprobada,
3180240926-A,3180240926,merged_after_rework,closed,true,787076358,https://github.com/mendableai/firecrawl/pull/1720,,18.560,18.562,18.560,primera_review_aprobada,
3185339252-A,3185339252,merged_after_rework,closed,true,959682770,https://github.com/antiwork/gumroad/pull/494,,,5.485,5.485,merge_sin_review_aprobada,
3187604272-A,3187604272,merged_after_rework,closed,true,127246132,https://github.com/reown-com/appkit/pull/4581,,1.334,55.432,1.334,primera_review_aprobada,
3195989523-A,3195989523,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3616,,46.587,53.271,46.587,primera_review_aprobada,
3196948732-A,3196948732,merged_after_rework,closed,true,787076358,https://github.com/mendableai/firecrawl/pull/1752,,0.547,0.549,0.547,primera_review_aprobada,
3199198584-A,3199198584,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/2344,,13.300,14.733,13.300,primera_review_aprobada,
3210268722-A,3210268722,merged_after_rework,closed,true,350360184,https://github.com/calcom/cal.com/pull/22311,,359.980,405.017,359.980,primera_review_aprobada,
3210892176-A,3210892176,merged_after_rework,closed,true,440480272,https://github.com/tramlinehq/tramline/pull/852,,,199.475,199.475,merge_sin_review_aprobada,
3213265669-A,3213265669,merged_after_rework,closed,true,352436122,https://github.com/neondatabase/website/pull/3639,,73.226,73.474,73.226,primera_review_aprobada,
3215670862-A,3215670862,merged_after_rework,closed,true,440480272,https://github.com/tramlinehq/tramline/pull/855,,,506.993,506.993,merge_sin_review_aprobada,
3231939415-A,3231939415,merged_after_rework,closed,true,941289933,https://github.com/antiwork/helper/pull/773,,,37.518,37.518,merge_sin_review_aprobada,
3233131994-A,3233131994,merged_after_rework,closed,true,577975610,https://github.com/reflex-dev/reflex-web/pull/1518,,23.576,26.342,23.576,primera_review_aprobada,
3233174406-A,3233174406,merged_after_rework,closed,true,557075997,https://github.com/reflex-dev/reflex/pull/5575,,0.267,23.938,0.267,primera_review_aprobada,
3250416862-A,3250416862,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/2634,,0.191,0.900,0.191,primera_review_aprobada,
3270213314-A,3270213314,merged_after_rework,closed,true,955904085,https://github.com/antiwork/flexile/pull/650,,,0.633,0.633,merge_sin_review_aprobada,
3277452738-A,3277452738,merged_after_rework,closed,true,370740787,https://github.com/liveblocks/liveblocks/pull/2557,,0.779,3.251,0.779,primera_review_aprobada,
3070220125-A,3070220125,merged_after_rework,closed,true,519909104,https://github.com/VerisimilitudeX/DNAnalyzer/pull/521,,,0.046,0.046,merge_sin_review_aprobada,
3071389487-A,3071389487,merged_after_rework,closed,true,663707775,https://github.com/poe-platform/fastapi_poe/pull/163,,0.169,0.200,0.169,primera_review_aprobada,
3071510323-A,3071510323,merged_after_rework,closed,true,614765452,https://github.com/Significant-Gravitas/AutoGPT/pull/9965,,1452.683,1452.880,1452.683,primera_review_aprobada,
3071803431-A,3071803431,merged_after_rework,closed,true,765572754,https://github.com/hyperion-mc/hyperion/pull/900,,23.027,76.610,23.027,primera_review_aprobada,
3074968173-A,3074968173,merged_after_rework,closed,true,50448254,https://github.com/econ-ark/HARK/pull/1559,,,17.067,17.067,merge_sin_review_aprobada,
3075385562-A,3075385562,merged_after_rework,closed,true,87490037,https://github.com/commaai/panda/pull/2204,,,0.048,0.048,merge_sin_review_aprobada,
3078237999-A,3078237999,merged_after_rework,closed,true,357728969,https://github.com/oven-sh/bun/pull/19800,,,9.328,9.328,merge_sin_review_aprobada,
3081110111-A,3081110111,merged_after_rework,closed,true,846698999,https://github.com/block/goose/pull/2621,,133.452,142.952,133.452,primera_review_aprobada,
3082311072-A,3082311072,merged_after_rework,closed,true,845317529,https://github.com/giselles-ai/giselle/pull/919,,44.403,90.067,44.403,primera_review_aprobada,
3083568715-A,3083568715,merged_after_rework,closed,true,614765452,https://github.com/Significant-Gravitas/AutoGPT/pull/10002,,1.548,2.068,1.548,primera_review_aprobada,
3084106426-A,3084106426,merged_after_rework,closed,true,913540439,https://github.com/hotovo/aider-desk/pull/164,,118.971,118.976,118.971,primera_review_aprobada,
3084190077-A,3084190077,merged_after_rework,closed,true,519909104,https://github.com/VerisimilitudeX/DNAnalyzer/pull/536,,,0.227,0.227,merge_sin_review_aprobada,
3084191033-A,3084191033,merged_after_rework,closed,true,519909104,https://github.com/VerisimilitudeX/DNAnalyzer/pull/538,,,0.159,0.159,merge_sin_review_aprobada,
3085120870-A,3085120870,merged_after_rework,closed,true,845317529,https://github.com/giselles-ai/giselle/pull/940,,2.410,2.773,2.410,primera_review_aprobada,
3099468178-A,3099468178,merged_after_rework,closed,true,839216423,https://github.com/liam-hq/liam/pull/1812,,0.074,89.987,0.074,primera_review_aprobada,
3114771710-A,3114771710,merged_after_rework,closed,true,39321023,https://github.com/prebid/Prebid.js/pull/13261,,1.706,1.745,1.706,primera_review_aprobada,
3119688458-A,3119688458,merged_after_rework,closed,true,357728969,https://github.com/oven-sh/bun/pull/20198,,143.596,143.607,143.596,primera_review_aprobada,
3130798860-A,3130798860,merged_after_rework,closed,true,832879402,https://github.com/Kiln-AI/Kiln/pull/354,,10.393,11.764,10.393,primera_review_aprobada,
3130941497-A,3130941497,merged_after_rework,closed,true,763774926,https://github.com/EricLBuehler/mistral.rs/pull/1453,,,15.131,15.131,merge_sin_review_aprobada,
3132759286-A,3132759286,merged_after_rework,closed,true,843437350,https://github.com/zuplo/zudoku/pull/1158,,32.335,33.543,32.335,primera_review_aprobada,
3134306675-A,3134306675,merged_after_rework,closed,true,673010778,https://github.com/roboflow/inference/pull/1350,,240.981,240.983,240.981,primera_review_aprobada,
3135355668-A,3135355668,merged_after_rework,closed,true,39321023,https://github.com/prebid/Prebid.js/pull/13355,,491.443,492.408,491.443,primera_review_aprobada,
3141019816-A,3141019816,merged_after_rework,closed,true,21764480,https://github.com/hmislk/hmis/pull/12989,,,0.185,0.185,merge_sin_review_aprobada,
3141621960-A,3141621960,merged_after_rework,closed,true,526655718,https://github.com/ethereum-optimism/op-geth/pull/629,,284.367,284.450,284.367,primera_review_aprobada,
3143630432-A,3143630432,merged_after_rework,closed,true,39321023,https://github.com/prebid/Prebid.js/pull/13378,,,26.243,26.243,merge_sin_review_aprobada,
3148027458-A,3148027458,merged_after_rework,closed,true,513328880,https://github.com/obi1kenobi/cargo-semver-checks/pull/1303,,,56.989,56.989,merge_sin_review_aprobada,
3153811253-A,3153811253,merged_after_rework,closed,true,100061716,https://github.com/nrwl/nx/pull/31621,,527.242,558.873,527.242,primera_review_aprobada,
3166348724-A,3166348724,merged_after_rework,closed,true,357728969,https://github.com/oven-sh/bun/pull/20576,,,4.749,4.749,merge_sin_review_aprobada,
3171267005-A,3171267005,merged_after_rework,closed,true,159556794,https://github.com/go-vikunja/vikunja/pull/1005,,,0.882,0.882,merge_sin_review_aprobada,
3175058659-A,3175058659,merged_after_rework,closed,true,921671178,https://github.com/metacraft-labs/codetracer/pull/235,,4.450,6.197,4.450,primera_review_aprobada,
3190402791-A,3190402791,merged_after_rework,closed,true,624615692,https://github.com/shiosyakeyakini-info/miria/pull/761,,,123.804,123.804,merge_sin_review_aprobada,
3195766508-A,3195766508,merged_after_rework,closed,true,39321023,https://github.com/prebid/Prebid.js/pull/13497,,48.024,48.031,48.024,primera_review_aprobada,
3195961080-A,3195961080,merged_after_rework,closed,true,225880766,https://github.com/KomodoPlatform/komodo-wallet/pull/2856,,127.220,146.215,127.220,primera_review_aprobada,
3200297530-A,3200297530,merged_after_rework,closed,true,669466632,https://github.com/selfxyz/self/pull/735,,,53.814,53.814,merge_sin_review_aprobada,
3203302052-A,3203302052,merged_after_rework,closed,true,225880766,https://github.com/KomodoPlatform/komodo-wallet/pull/2873,,69.117,69.965,69.117,primera_review_aprobada,
3216764714-A,3216764714,merged_after_rework,closed,true,509028,https://github.com/benwbrum/fromthepage/pull/4738,,,23.567,23.567,merge_sin_review_aprobada,
3221112155-A,3221112155,merged_after_rework,closed,true,50623416,https://github.com/parse-community/parse-dashboard/pull/2889,,,22.898,22.898,merge_sin_review_aprobada,
3223043473-A,3223043473,merged_after_rework,closed,true,39321023,https://github.com/prebid/Prebid.js/pull/13569,,75.371,75.871,75.371,primera_review_aprobada,
3224616004-A,3224616004,merged_after_rework,closed,true,50623416,https://github.com/parse-community/parse-dashboard/pull/2891,,,0.468,0.468,merge_sin_review_aprobada,
3234571524-A,3234571524,merged_after_rework,closed,true,115191883,https://github.com/wwood/CoverM/pull/258,,,24.121,24.121,merge_sin_review_aprobada,
3236878089-A,3236878089,merged_after_rework,closed,true,463548517,https://github.com/green-coding-solutions/green-metrics-tool/pull/1253,,,184.525,184.525,merge_sin_review_aprobada,
3240335886-A,3240335886,merged_after_rework,closed,true,965415649,https://github.com/openai/codex/pull/1599,,1.412,2.611,1.412,primera_review_aprobada,
3243689758-A,3243689758,merged_after_rework,closed,true,699532645,https://github.com/astral-sh/uv/pull/14731,,65.642,65.752,65.642,primera_review_aprobada,
3265344408-A,3265344408,merged_after_rework,closed,true,21764480,https://github.com/hmislk/hmis/pull/14193,,,0.206,0.206,merge_sin_review_aprobada,
3269427129-A,3269427129,merged_after_rework,closed,true,225880766,https://github.com/KomodoPlatform/komodo-wallet/pull/3010,,54.998,55.050,54.998,primera_review_aprobada,
